Well.names,Area,Drug
E22,221,Ctrl
E17,1484,Ctrl
E16,1033,Ctrl
E22,325,Ctrl
E17,207,Ctrl
E23,231,Ctrl
E23,314,Ctrl
E23,104,Ctrl
E22,244,Ctrl
E18,296,Ctrl
E16,566,Ctrl
E18,296,Ctrl
E17,168,Ctrl
E16,133,Ctrl
E23,144,Ctrl
E23,727,Ctrl
E16,494,Ctrl
E17,466,Ctrl
E18,373,Ctrl
E18,708,Ctrl
E22,231,Ctrl
E18,480,Ctrl
E23,173,Ctrl
E22,1089,Ctrl
E17,63,Ctrl
E18,2520,Ctrl
E22,87,Ctrl
E22,154,Ctrl
E22,3407,Ctrl
E17,1722,Ctrl
E22,105,Ctrl
E17,548,Ctrl
E17,1626,Ctrl
E22,356,Ctrl
E17,997,Ctrl
E17,71,Ctrl
E18,921,Ctrl
E16,299,Ctrl
E23,227,Ctrl
E22,453,Ctrl
E22,428,Ctrl
E23,498,Ctrl
E23,514,Ctrl
E23,572,Ctrl
E17,239,Ctrl
E22,154,Ctrl
E16,474,Ctrl
E16,214,Ctrl
E16,724,Ctrl
E18,1224,Ctrl
E22,187,Ctrl
E22,247,Ctrl
E23,273,Ctrl
E18,711,Ctrl
E16,419,Ctrl
E17,51,Ctrl
E17,624,Ctrl
E23,463,Ctrl
E23,243,Ctrl
E22,475,Ctrl
E22,264,Ctrl
E23,545,Ctrl
E16,611,Ctrl
E16,526,Ctrl
E18,346,Ctrl
E18,339,Ctrl
E23,573,Ctrl
E17,251,Ctrl
E17,323,Ctrl
E18,557,Ctrl
E23,1010,Ctrl
E22,632,Ctrl
E18,482,Ctrl
E18,591,Ctrl
E17,162,Ctrl
E18,459,Ctrl
E17,311,Ctrl
E22,395,Ctrl
E23,1431,Ctrl
E17,259,Ctrl
E16,142,Ctrl
E23,340,Ctrl
E16,159,Ctrl
E23,385,Ctrl
E16,725,Ctrl
E22,77,Ctrl
E16,563,Ctrl
E16,537,Ctrl
E23,336,Ctrl
E17,120,Ctrl
E23,1626,Ctrl
E22,98,Ctrl
E17,124,Ctrl
E17,267,Ctrl
E22,424,Ctrl
E18,791,Ctrl
E17,124,Ctrl
E23,632,Ctrl
E18,260,Ctrl
E22,139,Ctrl
E18,212,Ctrl
E18,376,Ctrl
E22,157,Ctrl
E23,232,Ctrl
E17,208,Ctrl
E17,660,Ctrl
E17,264,Ctrl
E17,418,Ctrl
E18,866,Ctrl
E22,283,Ctrl
E17,99,Ctrl
E16,90,Ctrl
E18,338,Ctrl
E22,235,Ctrl
E16,298,Ctrl
E16,148,Ctrl
E17,1437,Ctrl
E17,747,Ctrl
E23,564,Ctrl
E17,570,Ctrl
E17,511,Ctrl
E17,424,Ctrl
E17,216,Ctrl
E17,153,Ctrl
E22,1363,Ctrl
E16,434,Ctrl
E18,119,Ctrl
E17,123,Ctrl
E18,854,Ctrl
E16,526,Ctrl
E16,556,Ctrl
E23,342,Ctrl
E16,700,Ctrl
E18,601,Ctrl
E23,161,Ctrl
E23,101,Ctrl
E23,90,Ctrl
E18,132,Ctrl
E22,242,Ctrl
E22,405,Ctrl
E17,268,Ctrl
E23,1206,Ctrl
E22,230,Ctrl
E17,1392,Ctrl
E17,443,Ctrl
E23,488,Ctrl
E18,578,Ctrl
E18,212,Ctrl
E16,622,Ctrl
E17,823,Ctrl
E23,165,Ctrl
E16,72,Ctrl
E23,319,Ctrl
E17,370,Ctrl
E18,443,Ctrl
E22,135,Ctrl
E18,651,Ctrl
E17,798,Ctrl
E23,805,Ctrl
E17,529,Ctrl
E23,107,Ctrl
E18,413,Ctrl
E22,187,Ctrl
E22,467,Ctrl
E17,132,Ctrl
E16,375,Ctrl
E16,1518,Ctrl
E17,1012,Ctrl
E22,219,Ctrl
E17,561,Ctrl
E23,338,Ctrl
E23,91,Ctrl
E16,658,Ctrl
E18,462,Ctrl
E22,114,Ctrl
E22,426,Ctrl
E22,1460,Ctrl
E16,994,Ctrl
E16,524,Ctrl
E17,173,Ctrl
E17,1072,Ctrl
E16,563,Ctrl
E23,158,Ctrl
E16,343,Ctrl
E23,577,Ctrl
E23,393,Ctrl
E22,282,Ctrl
E23,89,Ctrl
E23,282,Ctrl
E22,601,Ctrl
E16,356,Ctrl
E18,1923,Ctrl
E17,675,Ctrl
E18,451,Ctrl
E17,182,Ctrl
E17,197,Ctrl
E18,551,Ctrl
E17,408,Ctrl
E17,688,Ctrl
E22,1069,Ctrl
E16,725,Ctrl
E16,643,Ctrl
E16,1729,Ctrl
E22,83,Ctrl
E23,264,Ctrl
E17,317,Ctrl
E22,279,Ctrl
E23,1254,Ctrl
E23,792,Ctrl
E17,1314,Ctrl
E23,568,Ctrl
E22,1371,Ctrl
E23,404,Ctrl
E17,109,Ctrl
E23,245,Ctrl
E18,380,Ctrl
E23,310,Ctrl
E17,180,Ctrl
E22,457,Ctrl
E22,751,Ctrl
E22,496,Ctrl
E22,1299,Ctrl
E22,414,Ctrl
E23,367,Ctrl
E16,119,Ctrl
E17,1020,Ctrl
E18,438,Ctrl
E16,2968,Ctrl
E22,778,Ctrl
E22,115,Ctrl
E18,205,Ctrl
E17,870,Ctrl
E17,97,Ctrl
E17,333,Ctrl
E22,493,Ctrl
E23,265,Ctrl
E22,206,Ctrl
E18,1309,Ctrl
E18,1937,Ctrl
E17,138,Ctrl
E16,211,Ctrl
E22,2323,Ctrl
E17,97,Ctrl
E16,516,Ctrl
E22,187,Ctrl
E18,908,Ctrl
E22,142,Ctrl
E22,522,Ctrl
E18,302,Ctrl
E18,711,Ctrl
E16,537,Ctrl
E23,274,Ctrl
E17,124,Ctrl
E22,393,Ctrl
E16,380,Ctrl
E16,741,Ctrl
E17,333,Ctrl
E17,73,Ctrl
E16,1569,Ctrl
E17,104,Ctrl
E17,503,Ctrl
E22,832,Ctrl
E17,534,Ctrl
E16,314,Ctrl
E17,1140,Ctrl
E17,480,Ctrl
E22,950,Ctrl
E17,89,Ctrl
E16,83,Ctrl
E17,832,Ctrl
E17,258,Ctrl
E23,190,Ctrl
E23,388,Ctrl
E16,258,Ctrl
E22,290,Ctrl
E17,692,Ctrl
E23,132,Ctrl
E16,188,Ctrl
E17,257,Ctrl
E18,2911,Ctrl
E17,537,Ctrl
E22,330,Ctrl
E17,304,Ctrl
E23,1113,Ctrl
E16,235,Ctrl
E23,498,Ctrl
E22,113,Ctrl
E16,1112,Ctrl
E16,121,Ctrl
E17,844,Ctrl
E23,94,Ctrl
E16,1235,Ctrl
E23,1212,Ctrl
E16,162,Ctrl
E18,276,Ctrl
E23,556,Ctrl
E18,88,Ctrl
E23,537,Ctrl
E16,1086,Ctrl
E17,52,Ctrl
E22,223,Ctrl
E23,279,Ctrl
E17,161,Ctrl
E16,292,Ctrl
E16,809,Ctrl
E18,309,Ctrl
E18,640,Ctrl
E16,1845,Ctrl
E23,539,Ctrl
E18,78,Ctrl
E17,456,Ctrl
E17,191,Ctrl
E16,425,Ctrl
E17,81,Ctrl
E16,219,Ctrl
E16,184,Ctrl
E17,174,Ctrl
E23,460,Ctrl
E16,330,Ctrl
E16,1321,Ctrl
E23,921,Ctrl
E18,359,Ctrl
E18,240,Ctrl
E18,6210,Ctrl
E18,564,Ctrl
E17,475,Ctrl
E16,98,Ctrl
E22,327,Ctrl
E16,634,Ctrl
E22,443,Ctrl
E17,991,Ctrl
E16,769,Ctrl
E18,255,Ctrl
E23,323,Ctrl
E16,874,Ctrl
E18,465,Ctrl
E17,69,Ctrl
E18,914,Ctrl
E17,408,Ctrl
E16,615,Ctrl
E18,623,Ctrl
E22,374,Ctrl
E18,463,Ctrl
E18,783,Ctrl
E18,422,Ctrl
E18,660,Ctrl
E23,389,Ctrl
E18,144,Ctrl
E23,571,Ctrl
E22,594,Ctrl
E16,1619,Ctrl
E17,927,Ctrl
E22,290,Ctrl
E16,351,Ctrl
E23,1117,Ctrl
E17,757,Ctrl
E16,67,Ctrl
E16,362,Ctrl
E17,1308,Ctrl
E17,727,Ctrl
E23,432,Ctrl
E23,188,Ctrl
E17,184,Ctrl
E22,619,Ctrl
E22,91,Ctrl
E16,551,Ctrl
E16,103,Ctrl
E17,231,Ctrl
E18,190,Ctrl
E22,405,Ctrl
E23,499,Ctrl
E17,290,Ctrl
E16,924,Ctrl
E16,2284,Ctrl
E17,104,Ctrl
E22,217,Ctrl
E22,133,Ctrl
E17,411,Ctrl
E16,662,Ctrl
E16,175,Ctrl
E23,499,Ctrl
E18,364,Ctrl
E18,368,Ctrl
E23,261,Ctrl
E16,497,Ctrl
E17,777,Ctrl
E17,435,Ctrl
E16,1503,Ctrl
E17,222,Ctrl
E17,101,Ctrl
E23,418,Ctrl
E23,521,Ctrl
E23,720,Ctrl
E17,2758,Ctrl
E23,566,Ctrl
E23,608,Ctrl
E16,839,Ctrl
E17,171,Ctrl
E22,217,Ctrl
E23,381,Ctrl
E18,134,Ctrl
E23,515,Ctrl
E23,122,Ctrl
E16,141,Ctrl
E22,258,Ctrl
E18,3016,Ctrl
E18,956,Ctrl
E18,1309,Ctrl
E17,745,Ctrl
E17,122,Ctrl
E18,531,Ctrl
E17,282,Ctrl
E18,1014,Ctrl
E16,242,Ctrl
E22,142,Ctrl
E22,1686,Ctrl
E17,376,Ctrl
E18,257,Ctrl
E23,612,Ctrl
E16,150,Ctrl
E23,499,Ctrl
E23,309,Ctrl
E22,818,Ctrl
E16,112,Ctrl
E23,185,Ctrl
E23,297,Ctrl
E17,315,Ctrl
E16,394,Ctrl
E23,949,Ctrl
E18,416,Ctrl
E17,410,Ctrl
E23,631,Ctrl
E18,384,Ctrl
E23,422,Ctrl
E22,1213,Ctrl
E16,340,Ctrl
E23,270,Ctrl
E18,518,Ctrl
E17,180,Ctrl
E17,153,Ctrl
E17,488,Ctrl
E22,534,Ctrl
E22,781,Ctrl
E22,387,Ctrl
E17,987,Ctrl
E23,227,Ctrl
E18,248,Ctrl
E16,59,Ctrl
E16,227,Ctrl
E23,233,Ctrl
E23,567,Ctrl
E17,359,Ctrl
E17,698,Ctrl
E23,295,Ctrl
E18,228,Ctrl
E18,164,Ctrl
E18,672,Ctrl
E22,349,Ctrl
E17,228,Ctrl
E18,362,Ctrl
E16,237,Ctrl
E23,1443,Ctrl
E22,197,Ctrl
E22,504,Ctrl
E22,320,Ctrl
E23,63,Ctrl
E22,499,Ctrl
E23,495,Ctrl
E22,1033,Ctrl
E23,1405,Ctrl
E22,826,Ctrl
E18,324,Ctrl
E17,260,Ctrl
E22,291,Ctrl
E23,84,Ctrl
E17,306,Ctrl
E18,510,Ctrl
E17,314,Ctrl
E16,974,Ctrl
E22,429,Ctrl
E17,65,Ctrl
E18,125,Ctrl
E22,403,Ctrl
E17,315,Ctrl
E22,398,Ctrl
E18,501,Ctrl
E17,458,Ctrl
E17,375,Ctrl
E23,541,Ctrl
E23,188,Ctrl
E23,729,Ctrl
E17,123,Ctrl
E23,92,Ctrl
E17,174,Ctrl
E18,321,Ctrl
E16,1263,Ctrl
E16,488,Ctrl
E16,567,Ctrl
E17,601,Ctrl
E22,194,Ctrl
E17,351,Ctrl
E17,510,Ctrl
E16,597,Ctrl
E17,741,Ctrl
E22,432,Ctrl
E17,445,Ctrl
E23,283,Ctrl
E22,1169,Ctrl
E23,1059,Ctrl
E18,165,Ctrl
E16,385,Ctrl
E22,492,Ctrl
E16,56,Ctrl
E23,83,Ctrl
E17,430,Ctrl
E22,983,Ctrl
E22,331,Ctrl
E17,530,Ctrl
E23,390,Ctrl
E18,256,Ctrl
E18,365,Ctrl
E23,1495,Ctrl
E17,391,Ctrl
E22,257,Ctrl
E22,190,Ctrl
E16,212,Ctrl
E22,409,Ctrl
E23,382,Ctrl
E17,114,Ctrl
E22,334,Ctrl
E23,413,Ctrl
E22,331,Ctrl
E16,418,Ctrl
E18,161,Ctrl
E16,543,Ctrl
E23,1067,Ctrl
E16,378,Ctrl
E22,516,Ctrl
E23,145,Ctrl
E22,367,Ctrl
E16,418,Ctrl
E23,349,Ctrl
E16,276,Ctrl
E22,235,Ctrl
E17,388,Ctrl
E22,159,Ctrl
E17,569,Ctrl
E17,272,Ctrl
E22,532,Ctrl
E23,379,Ctrl
E17,135,Ctrl
E18,886,Ctrl
E16,260,Ctrl
E22,286,Ctrl
E17,1924,Ctrl
E22,242,Ctrl
E23,65,Ctrl
E18,120,Ctrl
E23,255,Ctrl
E16,489,Ctrl
E23,1967,Ctrl
E17,155,Ctrl
E23,75,Ctrl
E16,254,Ctrl
E18,409,Ctrl
E18,150,Ctrl
E18,389,Ctrl
E23,215,Ctrl
E16,674,Ctrl
E18,51,Ctrl
E22,96,Ctrl
E17,618,Ctrl
E17,238,Ctrl
E16,235,Ctrl
E16,234,Ctrl
E16,504,Ctrl
E23,676,Ctrl
E17,464,Ctrl
E17,575,Ctrl
E16,583,Ctrl
E18,536,Ctrl
E16,77,Ctrl
E16,881,Ctrl
E16,69,Ctrl
E17,177,Ctrl
E18,111,Ctrl
E23,907,Ctrl
E17,198,Ctrl
E18,366,Ctrl
E17,798,Ctrl
E23,448,Ctrl
E18,356,Ctrl
E22,906,Ctrl
E17,370,Ctrl
E17,2824,Ctrl
E18,1641,Ctrl
E23,625,Ctrl
E16,741,Ctrl
E22,131,Ctrl
E16,422,Ctrl
E23,200,Ctrl
E22,316,Ctrl
E23,133,Ctrl
E17,570,Ctrl
E23,454,Ctrl
E23,413,Ctrl
E23,586,Ctrl
E23,733,Ctrl
E23,136,Ctrl
E23,434,Ctrl
E18,1009,Ctrl
E23,530,Ctrl
E16,518,Ctrl
E16,2014,Ctrl
E22,366,Ctrl
E22,1196,Ctrl
E23,352,Ctrl
E16,135,Ctrl
E18,120,Ctrl
E18,1099,Ctrl
E23,220,Ctrl
E17,413,Ctrl
E18,426,Ctrl
E16,551,Ctrl
E22,769,Ctrl
E17,99,Ctrl
E16,183,Ctrl
E17,352,Ctrl
E22,515,Ctrl
E23,234,Ctrl
E23,408,Ctrl
E16,1236,Ctrl
E22,102,Ctrl
E18,1077,Ctrl
E16,613,Ctrl
E16,1332,Ctrl
E16,104,Ctrl
E22,1244,Ctrl
E18,514,Ctrl
E18,381,Ctrl
E18,375,Ctrl
E16,127,Ctrl
E18,799,Ctrl
E22,116,Ctrl
E16,1498,Ctrl
E17,456,Ctrl
E17,565,Ctrl
E17,1318,Ctrl
E16,325,Ctrl
E22,62,Ctrl
E18,2604,Ctrl
E16,1178,Ctrl
E23,221,Ctrl
E17,567,Ctrl
E17,866,Ctrl
E18,628,Ctrl
E16,411,Ctrl
E17,877,Ctrl
E23,457,Ctrl
E18,159,Ctrl
E17,502,Ctrl
E17,697,Ctrl
E17,588,Ctrl
E22,128,Ctrl
E18,1032,Ctrl
E18,72,Ctrl
E22,1006,Ctrl
E16,377,Ctrl
E17,484,Ctrl
E18,1389,Ctrl
E23,333,Ctrl
E17,334,Ctrl
E16,393,Ctrl
E22,631,Ctrl
E23,244,Ctrl
E23,1073,Ctrl
E17,226,Ctrl
E16,957,Ctrl
E17,249,Ctrl
E18,615,Ctrl
E17,721,Ctrl
E17,345,Ctrl
E16,566,Ctrl
E22,277,Ctrl
E22,97,Ctrl
E23,314,Ctrl
E22,878,Ctrl
E22,159,Ctrl
E23,688,Ctrl
E16,234,Ctrl
E17,234,Ctrl
E23,285,Ctrl
E17,476,Ctrl
E23,114,Ctrl
E17,261,Ctrl
E22,682,Ctrl
E17,3644,Ctrl
E18,232,Ctrl
E23,305,Ctrl
E22,1043,Ctrl
E18,131,Ctrl
E23,198,Ctrl
E16,230,Ctrl
E17,1098,Ctrl
E17,779,Ctrl
E17,178,Ctrl
E23,598,Ctrl
E22,352,Ctrl
E17,597,Ctrl
E17,1106,Ctrl
E17,228,Ctrl
E18,273,Ctrl
E17,341,Ctrl
E23,581,Ctrl
E23,633,Ctrl
E22,276,Ctrl
E23,378,Ctrl
E18,104,Ctrl
E23,172,Ctrl
E16,930,Ctrl
E18,927,Ctrl
E17,1062,Ctrl
E16,1745,Ctrl
E16,1095,Ctrl
E18,257,Ctrl
E23,422,Ctrl
E22,133,Ctrl
E22,921,Ctrl
E22,401,Ctrl
E16,115,Ctrl
E22,246,Ctrl
E22,120,Ctrl
E18,557,Ctrl
E23,93,Ctrl
E23,503,Ctrl
E18,115,Ctrl
E17,636,Ctrl
E16,204,Ctrl
E22,141,Ctrl
E22,1590,Ctrl
E22,140,Ctrl
E16,445,Ctrl
E17,666,Ctrl
E22,245,Ctrl
E23,533,Ctrl
E18,985,Ctrl
E23,445,Ctrl
E23,124,Ctrl
E17,928,Ctrl
E17,430,Ctrl
E22,344,Ctrl
E22,1248,Ctrl
E16,554,Ctrl
E23,522,Ctrl
E22,358,Ctrl
E22,68,Ctrl
E16,1115,Ctrl
E18,370,Ctrl
E17,96,Ctrl
E18,152,Ctrl
E16,156,Ctrl
E16,721,Ctrl
E18,986,Ctrl
E18,595,Ctrl
E22,333,Ctrl
E16,632,Ctrl
E17,209,Ctrl
E23,660,Ctrl
E22,605,Ctrl
E16,1659,Ctrl
E18,226,Ctrl
E17,483,Ctrl
E16,1367,Ctrl
E23,103,Ctrl
E17,239,Ctrl
E16,695,Ctrl
E23,81,Ctrl
E22,138,Ctrl
E16,68,Ctrl
E16,404,Ctrl
E23,222,Ctrl
E16,484,Ctrl
E18,337,Ctrl
E17,256,Ctrl
E22,150,Ctrl
E17,419,Ctrl
E16,1234,Ctrl
E17,1073,Ctrl
E16,104,Ctrl
E17,1093,Ctrl
E16,1198,Ctrl
E17,426,Ctrl
E18,612,Ctrl
E18,119,Ctrl
E16,172,Ctrl
E17,218,Ctrl
E23,345,Ctrl
E16,790,Ctrl
E17,296,Ctrl
E16,210,Ctrl
E17,592,Ctrl
E22,100,Ctrl
E16,677,Ctrl
E16,795,Ctrl
E22,872,Ctrl
E17,287,Ctrl
E22,181,Ctrl
E23,217,Ctrl
E16,1044,Ctrl
E17,306,Ctrl
E16,376,Ctrl
E22,651,Ctrl
E17,1507,Ctrl
E16,285,Ctrl
E18,559,Ctrl
E17,57,Ctrl
E22,734,Ctrl
E16,614,Ctrl
E22,956,Ctrl
E23,96,Ctrl
E18,351,Ctrl
E22,253,Ctrl
E23,148,Ctrl
E22,512,Ctrl
E23,197,Ctrl
E17,212,Ctrl
E17,162,Ctrl
E16,324,Ctrl
E16,253,Ctrl
E22,518,Ctrl
E22,442,Ctrl
E18,201,Ctrl
E22,839,Ctrl
E17,142,Ctrl
E18,712,Ctrl
E23,316,Ctrl
E23,302,Ctrl
E18,619,Ctrl
E18,103,Ctrl
E22,232,Ctrl
E16,311,Ctrl
E18,287,Ctrl
E23,694,Ctrl
E23,329,Ctrl
E17,149,Ctrl
E18,652,Ctrl
E17,167,Ctrl
E23,131,Ctrl
E16,434,Ctrl
E22,1227,Ctrl
E17,642,Ctrl
E22,773,Ctrl
E17,210,Ctrl
E17,237,Ctrl
E23,124,Ctrl
E23,291,Ctrl
E22,181,Ctrl
E17,145,Ctrl
E18,378,Ctrl
E23,624,Ctrl
E23,681,Ctrl
E17,203,Ctrl
E18,1152,Ctrl
E23,317,Ctrl
E23,325,Ctrl
E22,760,Ctrl
E22,270,Ctrl
E22,423,Ctrl
E18,407,Ctrl
E16,64,Ctrl
E16,84,Ctrl
E18,793,Ctrl
E22,336,Ctrl
E17,104,Ctrl
E17,374,Ctrl
E17,234,Ctrl
E17,284,Ctrl
E23,167,Ctrl
E18,1686,Ctrl
E23,388,Ctrl
E17,657,Ctrl
E18,440,Ctrl
E22,1646,Ctrl
E16,434,Ctrl
E23,564,Ctrl
E18,205,Ctrl
E22,392,Ctrl
E17,479,Ctrl
E22,496,Ctrl
E18,160,Ctrl
E23,175,Ctrl
E17,605,Ctrl
E17,354,Ctrl
E16,78,Ctrl
E23,93,Ctrl
E17,444,Ctrl
E23,862,Ctrl
E23,421,Ctrl
E22,392,Ctrl
E16,464,Ctrl
E22,612,Ctrl
E22,437,Ctrl
E22,125,Ctrl
E18,270,Ctrl
E22,188,Ctrl
E22,942,Ctrl
E16,1815,Ctrl
E23,222,Ctrl
E18,497,Ctrl
E22,244,Ctrl
E18,485,Ctrl
E23,737,Ctrl
E23,381,Ctrl
E18,1258,Ctrl
E16,502,Ctrl
E23,68,Ctrl
E23,910,Ctrl
E17,282,Ctrl
E17,620,Ctrl
E22,467,Ctrl
E17,555,Ctrl
E23,163,Ctrl
E22,369,Ctrl
E18,183,Ctrl
E18,433,Ctrl
E22,1643,Ctrl
E16,667,Ctrl
E16,380,Ctrl
E23,462,Ctrl
E16,1359,Ctrl
E22,638,Ctrl
E22,199,Ctrl
E18,242,Ctrl
E18,960,Ctrl
E23,89,Ctrl
E22,1187,Ctrl
E16,619,Ctrl
E17,255,Ctrl
E18,579,Ctrl
E22,433,Ctrl
E17,490,Ctrl
E17,501,Ctrl
E18,842,Ctrl
E16,244,Ctrl
E22,670,Ctrl
E17,117,Ctrl
E16,1829,Ctrl
E16,228,Ctrl
E16,114,Ctrl
E17,422,Ctrl
E17,216,Ctrl
E17,649,Ctrl
E23,378,Ctrl
E16,466,Ctrl
E23,541,Ctrl
E16,80,Ctrl
E22,1679,Ctrl
E17,228,Ctrl
E23,473,Ctrl
E23,219,Ctrl
E18,340,Ctrl
E23,122,Ctrl
E17,535,Ctrl
E17,107,Ctrl
E17,314,Ctrl
E23,520,Ctrl
E17,456,Ctrl
E23,276,Ctrl
E23,412,Ctrl
E16,94,Ctrl
E22,364,Ctrl
E17,106,Ctrl
E17,88,Ctrl
E16,154,Ctrl
E23,546,Ctrl
E16,321,Ctrl
E17,656,Ctrl
E22,264,Ctrl
E16,130,Ctrl
E18,189,Ctrl
E23,519,Ctrl
E23,115,Ctrl
E23,473,Ctrl
E18,90,Ctrl
E22,239,Ctrl
E22,284,Ctrl
E22,488,Ctrl
E23,251,Ctrl
E22,213,Ctrl
E16,478,Ctrl
E22,296,Ctrl
E23,1517,Ctrl
E22,697,Ctrl
E17,558,Ctrl
E22,341,Ctrl
E17,438,Ctrl
E17,262,Ctrl
E22,81,Ctrl
E16,794,Ctrl
E23,137,Ctrl
E17,235,Ctrl
E16,2344,Ctrl
E18,613,Ctrl
E17,548,Ctrl
E17,298,Ctrl
E18,108,Ctrl
E18,273,Ctrl
E16,898,Ctrl
E17,64,Ctrl
E22,1328,Ctrl
E22,514,Ctrl
E17,527,Ctrl
E22,379,Ctrl
E18,92,Ctrl
E18,316,Ctrl
E18,776,Ctrl
E18,198,Ctrl
E16,157,Ctrl
E16,841,Ctrl
E17,122,Ctrl
E22,768,Ctrl
E18,1073,Ctrl
E23,267,Ctrl
E17,645,Ctrl
E22,81,Ctrl
E23,403,Ctrl
E16,218,Ctrl
E17,197,Ctrl
E17,205,Ctrl
E18,601,Ctrl
E18,377,Ctrl
E23,583,Ctrl
E18,609,Ctrl
E18,570,Ctrl
E23,100,Ctrl
E23,253,Ctrl
E16,529,Ctrl
E23,759,Ctrl
E17,155,Ctrl
E18,962,Ctrl
E23,557,Ctrl
E17,1028,Ctrl
E23,832,Ctrl
E17,262,Ctrl
E18,404,Ctrl
E17,184,Ctrl
E17,484,Ctrl
E22,751,Ctrl
E23,146,Ctrl
E22,556,Ctrl
E17,302,Ctrl
E22,323,Ctrl
E23,854,Ctrl
E23,257,Ctrl
E22,880,Ctrl
E22,377,Ctrl
E17,110,Ctrl
E16,917,Ctrl
E22,533,Ctrl
E17,1069,Ctrl
E17,467,Ctrl
E17,165,Ctrl
E16,381,Ctrl
E16,524,Ctrl
E16,445,Ctrl
E23,540,Ctrl
E18,916,Ctrl
E22,166,Ctrl
E22,148,Ctrl
E16,507,Ctrl
E23,531,Ctrl
E17,930,Ctrl
E18,194,Ctrl
E18,118,Ctrl
E23,858,Ctrl
E17,239,Ctrl
E17,818,Ctrl
E18,149,Ctrl
E16,596,Ctrl
E16,459,Ctrl
E18,472,Ctrl
E16,375,Ctrl
E18,351,Ctrl
E17,565,Ctrl
E17,472,Ctrl
E18,888,Ctrl
E23,203,Ctrl
E22,340,Ctrl
E22,530,Ctrl
E18,274,Ctrl
E16,202,Ctrl
E22,305,Ctrl
E23,190,Ctrl
E22,272,Ctrl
E23,274,Ctrl
E23,470,Ctrl
E17,184,Ctrl
E17,486,Ctrl
E17,628,Ctrl
E18,1710,Ctrl
E22,1431,Ctrl
E17,305,Ctrl
E17,587,Ctrl
E23,480,Ctrl
E17,645,Ctrl
E17,218,Ctrl
E18,760,Ctrl
E16,302,Ctrl
E17,69,Ctrl
E23,332,Ctrl
E17,72,Ctrl
E16,262,Ctrl
E16,136,Ctrl
E17,272,Ctrl
E16,409,Ctrl
E18,232,Ctrl
E23,392,Ctrl
E17,730,Ctrl
E23,417,Ctrl
E22,161,Ctrl
E23,415,Ctrl
E23,470,Ctrl
E23,412,Ctrl
E22,188,Ctrl
E17,1261,Ctrl
E22,255,Ctrl
E23,322,Ctrl
E18,314,Ctrl
E17,390,Ctrl
E17,155,Ctrl
E22,244,Ctrl
E17,369,Ctrl
E18,735,Ctrl
E22,142,Ctrl
E17,512,Ctrl
E16,223,Ctrl
E17,262,Ctrl
E18,740,Ctrl
E17,360,Ctrl
E17,752,Ctrl
E17,959,Ctrl
E17,723,Ctrl
E17,74,Ctrl
E16,897,Ctrl
E23,110,Ctrl
E17,100,Ctrl
E17,152,Ctrl
E18,412,Ctrl
E18,104,Ctrl
E17,316,Ctrl
E16,403,Ctrl
E18,435,Ctrl
E16,370,Ctrl
E18,361,Ctrl
E18,667,Ctrl
E22,199,Ctrl
E16,566,Ctrl
E17,393,Ctrl
E16,744,Ctrl
E16,240,Ctrl
E23,752,Ctrl
E18,402,Ctrl
E17,742,Ctrl
E22,256,Ctrl
E16,672,Ctrl
E17,924,Ctrl
E22,1467,Ctrl
E16,169,Ctrl
E16,205,Ctrl
E22,642,Ctrl
E16,291,Ctrl
E23,1157,Ctrl
E16,770,Ctrl
E23,724,Ctrl
E18,386,Ctrl
E23,64,Ctrl
E23,428,Ctrl
E18,119,Ctrl
E17,312,Ctrl
E16,80,Ctrl
E23,326,Ctrl
E22,268,Ctrl
E16,384,Ctrl
E23,706,Ctrl
E23,492,Ctrl
E22,403,Ctrl
E18,348,Ctrl
E23,828,Ctrl
E23,925,Ctrl
E17,258,Ctrl
E23,369,Ctrl
E18,785,Ctrl
E18,547,Ctrl
E23,75,Ctrl
E16,2547,Ctrl
E22,659,Ctrl
E16,251,Ctrl
E17,797,Ctrl
E22,439,Ctrl
E18,224,Ctrl
E18,68,Ctrl
E18,1026,Ctrl
E23,425,Ctrl
E16,213,Ctrl
E17,348,Ctrl
E16,1108,Ctrl
E22,394,Ctrl
E22,525,Ctrl
E18,402,Ctrl
E16,408,Ctrl
E23,604,Ctrl
E23,112,Ctrl
E23,111,Ctrl
E23,236,Ctrl
E18,658,Ctrl
E16,323,Ctrl
E17,173,Ctrl
E16,305,Ctrl
E16,233,Ctrl
E23,930,Ctrl
E16,1093,Ctrl
E16,225,Ctrl
E22,377,Ctrl
E16,3852,Ctrl
E18,1176,Ctrl
E22,901,Ctrl
E23,177,Ctrl
E22,472,Ctrl
E18,175,Ctrl
E17,722,Ctrl
E22,300,Ctrl
E18,289,Ctrl
E23,190,Ctrl
E17,273,Ctrl
E17,834,Ctrl
E23,1143,Ctrl
E16,632,Ctrl
E18,1001,Ctrl
E23,166,Ctrl
E17,357,Ctrl
E17,458,Ctrl
E23,228,Ctrl
E22,624,Ctrl
E18,388,Ctrl
E23,256,Ctrl
E18,162,Ctrl
E18,654,Ctrl
E22,228,Ctrl
E16,794,Ctrl
E16,478,Ctrl
E22,160,Ctrl
E23,1053,Ctrl
E23,820,Ctrl
E17,383,Ctrl
E18,903,Ctrl
E23,460,Ctrl
E23,112,Ctrl
E18,431,Ctrl
E23,620,Ctrl
