Well.names,Area,Drug
E03,314,G-Pr
E03,1025,G-Pr
E03,74,G-Pr
E02,171,G-Pr
E02,370,G-Pr
E03,393,G-Pr
E03,168,G-Pr
E03,84,G-Pr
E02,765,G-Pr
E02,205,G-Pr
E02,420,G-Pr
E02,188,G-Pr
E02,147,G-Pr
E02,288,G-Pr
E02,548,G-Pr
E03,246,G-Pr
E02,267,G-Pr
E03,251,G-Pr
E02,257,G-Pr
E02,180,G-Pr
E03,685,G-Pr
E02,424,G-Pr
E03,2220,G-Pr
E02,570,G-Pr
E02,361,G-Pr
E02,705,G-Pr
E03,696,G-Pr
E02,103,G-Pr
E02,172,G-Pr
E02,322,G-Pr
E02,344,G-Pr
E03,415,G-Pr
E02,189,G-Pr
E03,345,G-Pr
E03,55,G-Pr
E02,531,G-Pr
E03,138,G-Pr
E03,229,G-Pr
E02,176,G-Pr
E02,152,G-Pr
E02,394,G-Pr
E02,314,G-Pr
E02,545,G-Pr
E03,505,G-Pr
E02,291,G-Pr
E02,463,G-Pr
E02,406,G-Pr
E03,537,G-Pr
E03,275,G-Pr
E03,87,G-Pr
E02,196,G-Pr
E02,277,G-Pr
E02,168,G-Pr
E02,116,G-Pr
E02,411,G-Pr
E02,305,G-Pr
E02,510,G-Pr
E02,306,G-Pr
E02,129,G-Pr
E03,1122,G-Pr
E02,214,G-Pr
E02,79,G-Pr
E02,120,G-Pr
E02,106,G-Pr
E03,233,G-Pr
E02,236,G-Pr
E02,102,G-Pr
E02,437,G-Pr
E02,452,G-Pr
E02,83,G-Pr
E02,338,G-Pr
E02,547,G-Pr
E02,232,G-Pr
E02,277,G-Pr
E02,287,G-Pr
E02,157,G-Pr
E02,274,G-Pr
E03,680,G-Pr
E02,344,G-Pr
E02,362,G-Pr
E02,256,G-Pr
E02,386,G-Pr
E02,131,G-Pr
E02,240,G-Pr
E03,610,G-Pr
E03,390,G-Pr
E02,923,G-Pr
E03,658,G-Pr
E02,369,G-Pr
E02,420,G-Pr
E02,886,G-Pr
E02,133,G-Pr
E03,193,G-Pr
E03,683,G-Pr
E02,740,G-Pr
E03,374,G-Pr
E02,308,G-Pr
E02,371,G-Pr
E02,341,G-Pr
E03,238,G-Pr
E02,226,G-Pr
E02,104,G-Pr
E02,363,G-Pr
E02,220,G-Pr
E02,136,G-Pr
E03,136,G-Pr
E02,224,G-Pr
E02,532,G-Pr
E02,185,G-Pr
E03,376,G-Pr
E02,477,G-Pr
E02,289,G-Pr
E02,524,G-Pr
E02,261,G-Pr
E02,248,G-Pr
E02,377,G-Pr
E02,323,G-Pr
E02,326,G-Pr
E02,524,G-Pr
E02,297,G-Pr
E03,543,G-Pr
E03,696,G-Pr
E03,257,G-Pr
E03,437,G-Pr
E02,200,G-Pr
E03,713,G-Pr
E03,1262,G-Pr
E02,553,G-Pr
E02,116,G-Pr
E02,513,G-Pr
E03,383,G-Pr
E02,376,G-Pr
E02,306,G-Pr
E02,693,G-Pr
E03,162,G-Pr
E03,134,G-Pr
E03,344,G-Pr
E03,210,G-Pr
E03,367,G-Pr
E02,497,G-Pr
E02,109,G-Pr
E02,383,G-Pr
E02,70,G-Pr
E02,273,G-Pr
E02,85,G-Pr
E02,305,G-Pr
E03,849,G-Pr
E03,225,G-Pr
E02,421,G-Pr
E03,612,G-Pr
E03,2133,G-Pr
E02,86,G-Pr
E03,620,G-Pr
E02,775,G-Pr
E02,211,G-Pr
E03,318,G-Pr
E02,417,G-Pr
E03,408,G-Pr
E02,668,G-Pr
E03,702,G-Pr
E02,253,G-Pr
E03,573,G-Pr
E02,273,G-Pr
E03,472,G-Pr
E02,365,G-Pr
E02,210,G-Pr
E02,714,G-Pr
E02,269,G-Pr
E03,789,G-Pr
E02,500,G-Pr
E03,1416,G-Pr
E03,514,G-Pr
E02,133,G-Pr
E03,462,G-Pr
E03,1465,G-Pr
E03,1316,G-Pr
E03,389,G-Pr
E02,320,G-Pr
E03,117,G-Pr
E02,292,G-Pr
E03,80,G-Pr
E03,265,G-Pr
E02,202,G-Pr
E02,325,G-Pr
E03,392,G-Pr
E03,140,G-Pr
E03,351,G-Pr
E03,151,G-Pr
E03,772,G-Pr
E03,273,G-Pr
E02,358,G-Pr
E02,63,G-Pr
E03,450,G-Pr
E02,2070,G-Pr
E03,163,G-Pr
E03,208,G-Pr
E03,808,G-Pr
E02,384,G-Pr
E03,760,G-Pr
E02,299,G-Pr
E03,299,G-Pr
E02,218,G-Pr
E02,351,G-Pr
E02,355,G-Pr
E03,68,G-Pr
E03,669,G-Pr
E02,708,G-Pr
E02,199,G-Pr
E02,800,G-Pr
E02,1010,G-Pr
E02,190,G-Pr
E03,934,G-Pr
E03,261,G-Pr
E03,297,G-Pr
E02,230,G-Pr
E03,918,G-Pr
E03,312,G-Pr
E02,83,G-Pr
E02,227,G-Pr
E02,515,G-Pr
E02,151,G-Pr
E02,68,G-Pr
E02,468,G-Pr
E02,274,G-Pr
E03,676,G-Pr
E03,163,G-Pr
E02,158,G-Pr
E02,405,G-Pr
E03,212,G-Pr
E02,142,G-Pr
E02,413,G-Pr
E02,447,G-Pr
E03,64,G-Pr
E03,383,G-Pr
E02,187,G-Pr
E02,180,G-Pr
E03,191,G-Pr
E02,568,G-Pr
E03,642,G-Pr
E02,88,G-Pr
E03,694,G-Pr
E02,148,G-Pr
E03,302,G-Pr
E03,427,G-Pr
E03,178,G-Pr
E02,610,G-Pr
E02,158,G-Pr
E02,375,G-Pr
E03,219,G-Pr
E03,741,G-Pr
E02,251,G-Pr
E02,217,G-Pr
E02,379,G-Pr
E03,86,G-Pr
E02,89,G-Pr
E02,154,G-Pr
E02,587,G-Pr
E02,881,G-Pr
E03,344,G-Pr
E02,424,G-Pr
E02,370,G-Pr
E02,295,G-Pr
E02,67,G-Pr
E02,290,G-Pr
E02,730,G-Pr
E03,298,G-Pr
E03,768,G-Pr
E02,504,G-Pr
E03,604,G-Pr
E02,302,G-Pr
E03,495,G-Pr
E02,569,G-Pr
E02,268,G-Pr
E02,448,G-Pr
E02,389,G-Pr
E03,574,G-Pr
E02,247,G-Pr
E02,334,G-Pr
E03,342,G-Pr
E02,312,G-Pr
E02,778,G-Pr
E02,274,G-Pr
E03,1007,G-Pr
E02,137,G-Pr
E02,87,G-Pr
E02,519,G-Pr
E02,238,G-Pr
E02,212,G-Pr
E02,140,G-Pr
E03,498,G-Pr
E03,273,G-Pr
E03,186,G-Pr
E03,162,G-Pr
E02,422,G-Pr
E02,444,G-Pr
E02,127,G-Pr
E02,200,G-Pr
E02,392,G-Pr
E02,596,G-Pr
E03,413,G-Pr
E03,184,G-Pr
E02,403,G-Pr
E03,190,G-Pr
E02,258,G-Pr
E03,928,G-Pr
E02,456,G-Pr
E02,145,G-Pr
E03,313,G-Pr
E03,240,G-Pr
E03,372,G-Pr
E03,295,G-Pr
E03,607,G-Pr
E02,470,G-Pr
E03,803,G-Pr
E03,517,G-Pr
E03,679,G-Pr
E02,185,G-Pr
E03,121,G-Pr
E02,482,G-Pr
E02,256,G-Pr
E03,422,G-Pr
E03,880,G-Pr
E02,190,G-Pr
E02,194,G-Pr
E03,474,G-Pr
E02,591,G-Pr
E03,69,G-Pr
E02,338,G-Pr
E02,85,G-Pr
E03,85,G-Pr
E02,823,G-Pr
E02,215,G-Pr
E02,260,G-Pr
E02,487,G-Pr
E03,400,G-Pr
E02,283,G-Pr
E02,391,G-Pr
E02,198,G-Pr
E02,154,G-Pr
E02,195,G-Pr
E03,3981,G-Pr
E02,216,G-Pr
E03,297,G-Pr
E02,395,G-Pr
E02,80,G-Pr
E03,297,G-Pr
E03,1052,G-Pr
E02,342,G-Pr
E02,146,G-Pr
E02,407,G-Pr
E03,160,G-Pr
E03,173,G-Pr
E02,561,G-Pr
E03,1932,G-Pr
E03,138,G-Pr
E02,824,G-Pr
E02,291,G-Pr
E03,148,G-Pr
E02,119,G-Pr
E02,108,G-Pr
E03,895,G-Pr
E03,215,G-Pr
E03,794,G-Pr
E02,214,G-Pr
E02,725,G-Pr
E03,913,G-Pr
E03,619,G-Pr
E03,119,G-Pr
E02,414,G-Pr
E02,786,G-Pr
E03,462,G-Pr
E02,82,G-Pr
E02,204,G-Pr
E02,192,G-Pr
E03,423,G-Pr
E02,251,G-Pr
E02,91,G-Pr
E03,338,G-Pr
E02,289,G-Pr
E02,184,G-Pr
E02,138,G-Pr
E03,588,G-Pr
E03,345,G-Pr
E02,628,G-Pr
E02,75,G-Pr
E02,289,G-Pr
E03,207,G-Pr
E02,152,G-Pr
E03,490,G-Pr
E02,519,G-Pr
E03,403,G-Pr
E02,283,G-Pr
E02,325,G-Pr
E02,176,G-Pr
E02,240,G-Pr
E02,153,G-Pr
E02,204,G-Pr
E02,372,G-Pr
E02,495,G-Pr
E02,456,G-Pr
E03,263,G-Pr
E02,69,G-Pr
E02,213,G-Pr
E03,102,G-Pr
E02,114,G-Pr
E02,376,G-Pr
E02,293,G-Pr
E02,120,G-Pr
E03,544,G-Pr
E03,404,G-Pr
E03,537,G-Pr
E03,586,G-Pr
E02,271,G-Pr
E03,710,G-Pr
E03,609,G-Pr
E02,161,G-Pr
E02,334,G-Pr
E02,380,G-Pr
E02,221,G-Pr
E03,435,G-Pr
E02,91,G-Pr
E03,207,G-Pr
E03,208,G-Pr
E02,856,G-Pr
E03,689,G-Pr
E02,359,G-Pr
E02,289,G-Pr
E02,397,G-Pr
E02,293,G-Pr
E02,205,G-Pr
E02,214,G-Pr
E03,273,G-Pr
E03,336,G-Pr
E03,185,G-Pr
E02,211,G-Pr
E02,322,G-Pr
E03,157,G-Pr
E02,544,G-Pr
E02,98,G-Pr
E02,327,G-Pr
E03,715,G-Pr
E02,633,G-Pr
E03,432,G-Pr
E02,114,G-Pr
E03,209,G-Pr
E03,779,G-Pr
E03,432,G-Pr
E03,208,G-Pr
E03,170,G-Pr
E02,192,G-Pr
E03,336,G-Pr
E02,391,G-Pr
E02,256,G-Pr
E03,61,G-Pr
E03,1214,G-Pr
E03,685,G-Pr
E02,867,G-Pr
E03,298,G-Pr
E02,281,G-Pr
E03,961,G-Pr
E03,879,G-Pr
E02,376,G-Pr
E02,167,G-Pr
E02,66,G-Pr
E03,82,G-Pr
E02,175,G-Pr
E02,201,G-Pr
E02,309,G-Pr
E02,599,G-Pr
E02,440,G-Pr
E03,803,G-Pr
E02,130,G-Pr
E02,156,G-Pr
E03,69,G-Pr
E02,235,G-Pr
E02,518,G-Pr
E03,459,G-Pr
E02,595,G-Pr
E02,406,G-Pr
E02,245,G-Pr
E02,132,G-Pr
E03,77,G-Pr
E03,493,G-Pr
E03,599,G-Pr
E02,495,G-Pr
E03,492,G-Pr
E02,165,G-Pr
E03,606,G-Pr
E02,658,G-Pr
E02,125,G-Pr
E02,348,G-Pr
E02,295,G-Pr
E03,694,G-Pr
E02,553,G-Pr
E02,126,G-Pr
E02,219,G-Pr
E03,354,G-Pr
E03,263,G-Pr
E02,683,G-Pr
E02,461,G-Pr
E02,120,G-Pr
E02,225,G-Pr
E02,162,G-Pr
E02,71,G-Pr
E02,94,G-Pr
E02,298,G-Pr
E02,275,G-Pr
E02,256,G-Pr
E02,183,G-Pr
E02,244,G-Pr
E02,378,G-Pr
E02,244,G-Pr
E02,439,G-Pr
E03,395,G-Pr
E03,1274,G-Pr
E02,83,G-Pr
E02,167,G-Pr
E02,62,G-Pr
E02,186,G-Pr
E02,283,G-Pr
E02,445,G-Pr
E03,762,G-Pr
E02,295,G-Pr
E03,568,G-Pr
E03,123,G-Pr
E02,195,G-Pr
E02,408,G-Pr
E02,268,G-Pr
E03,3292,G-Pr
E03,414,G-Pr
E03,788,G-Pr
E02,263,G-Pr
E03,328,G-Pr
E03,631,G-Pr
E02,118,G-Pr
E03,298,G-Pr
E02,116,G-Pr
E03,94,G-Pr
E02,283,G-Pr
E02,686,G-Pr
E03,974,G-Pr
E03,120,G-Pr
E03,92,G-Pr
E02,80,G-Pr
E02,392,G-Pr
E02,97,G-Pr
E03,121,G-Pr
E02,173,G-Pr
E03,1252,G-Pr
E02,431,G-Pr
E03,494,G-Pr
E02,310,G-Pr
E02,805,G-Pr
E03,93,G-Pr
E02,588,G-Pr
E03,73,G-Pr
E03,712,G-Pr
E03,618,G-Pr
E02,1241,G-Pr
E02,170,G-Pr
E03,181,G-Pr
E02,180,G-Pr
E03,314,G-Pr
E02,204,G-Pr
E02,368,G-Pr
E02,92,G-Pr
E03,920,G-Pr
E02,1203,G-Pr
E02,644,G-Pr
E02,335,G-Pr
E02,237,G-Pr
E02,454,G-Pr
E02,711,G-Pr
E03,82,G-Pr
E03,1427,G-Pr
E02,280,G-Pr
E02,199,G-Pr
E03,136,G-Pr
E02,244,G-Pr
E03,119,G-Pr
E03,518,G-Pr
E03,376,G-Pr
E03,77,G-Pr
E03,175,G-Pr
E03,789,G-Pr
E02,193,G-Pr
E02,119,G-Pr
E03,902,G-Pr
E02,368,G-Pr
E02,344,G-Pr
E03,63,G-Pr
E02,461,G-Pr
E03,315,G-Pr
E02,474,G-Pr
E03,372,G-Pr
E02,183,G-Pr
E02,132,G-Pr
E03,1235,G-Pr
E03,660,G-Pr
E03,195,G-Pr
E03,716,G-Pr
E03,596,G-Pr
E03,614,G-Pr
E03,479,G-Pr
E02,72,G-Pr
E03,109,G-Pr
E02,136,G-Pr
E02,390,G-Pr
E03,1133,G-Pr
E03,168,G-Pr
E03,158,G-Pr
E02,153,G-Pr
E03,78,G-Pr
E02,264,G-Pr
E02,332,G-Pr
E03,550,G-Pr
E03,752,G-Pr
E03,90,G-Pr
E02,111,G-Pr
E03,699,G-Pr
E02,953,G-Pr
E02,288,G-Pr
E02,121,G-Pr
E02,475,G-Pr
E03,92,G-Pr
E02,661,G-Pr
E02,393,G-Pr
E02,184,G-Pr
E02,119,G-Pr
E02,126,G-Pr
E02,484,G-Pr
E02,333,G-Pr
E02,121,G-Pr
E02,436,G-Pr
E02,372,G-Pr
E03,106,G-Pr
E02,277,G-Pr
E03,238,G-Pr
E02,322,G-Pr
E03,1267,G-Pr
E02,318,G-Pr
E03,351,G-Pr
E03,707,G-Pr
E02,237,G-Pr
E02,137,G-Pr
E02,629,G-Pr
E03,466,G-Pr
E03,276,G-Pr
E03,363,G-Pr
E02,528,G-Pr
E02,479,G-Pr
E03,479,G-Pr
E02,398,G-Pr
E03,93,G-Pr
E02,257,G-Pr
E03,313,G-Pr
E03,914,G-Pr
E02,106,G-Pr
E02,271,G-Pr
E02,327,G-Pr
E03,318,G-Pr
E02,105,G-Pr
E02,130,G-Pr
E02,239,G-Pr
E02,237,G-Pr
E02,539,G-Pr
E03,692,G-Pr
E02,216,G-Pr
E03,602,G-Pr
E02,276,G-Pr
E02,392,G-Pr
E02,143,G-Pr
E02,734,G-Pr
E03,368,G-Pr
E02,279,G-Pr
E03,657,G-Pr
E02,417,G-Pr
E03,173,G-Pr
E02,313,G-Pr
E02,225,G-Pr
E03,475,G-Pr
E02,305,G-Pr
E02,349,G-Pr
E03,570,G-Pr
E02,228,G-Pr
E02,115,G-Pr
E02,464,G-Pr
E02,464,G-Pr
E03,161,G-Pr
E02,255,G-Pr
E03,1350,G-Pr
E02,392,G-Pr
E03,383,G-Pr
E02,1321,G-Pr
E03,341,G-Pr
E02,393,G-Pr
E03,588,G-Pr
E02,380,G-Pr
E02,422,G-Pr
E02,157,G-Pr
E02,159,G-Pr
E02,203,G-Pr
E03,222,G-Pr
E02,63,G-Pr
E03,302,G-Pr
E02,608,G-Pr
E02,522,G-Pr
E02,262,G-Pr
E02,1043,G-Pr
E02,289,G-Pr
E03,1092,G-Pr
E02,92,G-Pr
E03,737,G-Pr
E02,360,G-Pr
E03,136,G-Pr
E03,426,G-Pr
E03,176,G-Pr
E02,221,G-Pr
E02,435,G-Pr
E02,434,G-Pr
E03,660,G-Pr
E02,283,G-Pr
E03,531,G-Pr
E02,226,G-Pr
E03,384,G-Pr
E02,136,G-Pr
E03,472,G-Pr
E02,455,G-Pr
E02,416,G-Pr
E02,603,G-Pr
E03,631,G-Pr
E02,144,G-Pr
E02,189,G-Pr
E02,608,G-Pr
E03,5389,G-Pr
E02,426,G-Pr
E03,208,G-Pr
E02,168,G-Pr
E02,205,G-Pr
E02,65,G-Pr
E02,428,G-Pr
E03,499,G-Pr
E02,379,G-Pr
E03,203,G-Pr
E02,812,G-Pr
E03,255,G-Pr
E02,178,G-Pr
E03,633,G-Pr
E03,79,G-Pr
E02,940,G-Pr
E02,259,G-Pr
E02,230,G-Pr
E02,467,G-Pr
E02,333,G-Pr
E02,322,G-Pr
E02,568,G-Pr
E02,143,G-Pr
E02,457,G-Pr
E02,192,G-Pr
E03,135,G-Pr
E03,876,G-Pr
E03,467,G-Pr
E03,125,G-Pr
E02,110,G-Pr
E02,182,G-Pr
E03,421,G-Pr
E02,252,G-Pr
E02,91,G-Pr
E03,2280,G-Pr
E02,280,G-Pr
E02,867,G-Pr
E03,84,G-Pr
E02,200,G-Pr
E02,390,G-Pr
E02,171,G-Pr
E02,113,G-Pr
E02,122,G-Pr
E02,410,G-Pr
E02,1280,G-Pr
E03,349,G-Pr
E02,1477,G-Pr
E03,332,G-Pr
E02,495,G-Pr
E02,668,G-Pr
E02,295,G-Pr
E02,330,G-Pr
E02,191,G-Pr
E03,557,G-Pr
E02,471,G-Pr
E02,257,G-Pr
E03,297,G-Pr
E02,123,G-Pr
E03,212,G-Pr
E02,338,G-Pr
E03,323,G-Pr
E02,288,G-Pr
E03,107,G-Pr
E02,96,G-Pr
E03,414,G-Pr
E03,316,G-Pr
E03,963,G-Pr
E02,355,G-Pr
E03,127,G-Pr
E02,184,G-Pr
E03,650,G-Pr
E02,419,G-Pr
E02,127,G-Pr
E03,215,G-Pr
E02,383,G-Pr
E02,125,G-Pr
E02,493,G-Pr
E02,408,G-Pr
E03,485,G-Pr
E03,585,G-Pr
E02,518,G-Pr
E02,352,G-Pr
E02,200,G-Pr
E02,528,G-Pr
E02,404,G-Pr
E02,431,G-Pr
E02,356,G-Pr
E03,448,G-Pr
E03,913,G-Pr
E02,236,G-Pr
E03,412,G-Pr
E02,204,G-Pr
E02,67,G-Pr
E03,115,G-Pr
E03,293,G-Pr
E02,178,G-Pr
E02,382,G-Pr
E03,666,G-Pr
E02,231,G-Pr
E02,488,G-Pr
E02,256,G-Pr
E03,1137,G-Pr
E03,202,G-Pr
E03,80,G-Pr
E02,148,G-Pr
E03,798,G-Pr
E03,465,G-Pr
E02,85,G-Pr
E03,286,G-Pr
E02,526,G-Pr
E03,333,G-Pr
E02,166,G-Pr
E02,174,G-Pr
E03,600,G-Pr
E03,74,G-Pr
E02,349,G-Pr
E02,135,G-Pr
E02,252,G-Pr
E03,677,G-Pr
E03,345,G-Pr
E03,66,G-Pr
E02,505,G-Pr
E03,99,G-Pr
E02,124,G-Pr
E03,70,G-Pr
E03,352,G-Pr
E02,377,G-Pr
E03,225,G-Pr
E02,171,G-Pr
E02,181,G-Pr
E02,507,G-Pr
E02,81,G-Pr
E02,193,G-Pr
E02,319,G-Pr
E02,546,G-Pr
E03,1391,G-Pr
E02,80,G-Pr
E03,346,G-Pr
E02,120,G-Pr
E02,56,G-Pr
E03,660,G-Pr
E02,567,G-Pr
E02,100,G-Pr
E03,268,G-Pr
E02,447,G-Pr
E03,297,G-Pr
E02,407,G-Pr
E03,187,G-Pr
E03,391,G-Pr
E03,265,G-Pr
E03,98,G-Pr
E02,548,G-Pr
E02,178,G-Pr
E02,102,G-Pr
E02,314,G-Pr
E02,527,G-Pr
E02,619,G-Pr
E02,397,G-Pr
E02,245,G-Pr
E03,536,G-Pr
E02,435,G-Pr
E02,366,G-Pr
E03,820,G-Pr
E03,152,G-Pr
E02,537,G-Pr
E03,438,G-Pr
E03,893,G-Pr
E02,96,G-Pr
E02,320,G-Pr
E02,255,G-Pr
E03,145,G-Pr
E03,647,G-Pr
E02,65,G-Pr
E02,474,G-Pr
E03,886,G-Pr
E02,351,G-Pr
E02,524,G-Pr
E03,674,G-Pr
E03,320,G-Pr
E02,289,G-Pr
E03,473,G-Pr
E02,688,G-Pr
E02,149,G-Pr
E03,269,G-Pr
E02,538,G-Pr
E02,90,G-Pr
E02,429,G-Pr
E03,348,G-Pr
E02,69,G-Pr
E02,325,G-Pr
E02,362,G-Pr
E03,333,G-Pr
E02,216,G-Pr
E03,832,G-Pr
E02,83,G-Pr
E03,206,G-Pr
E02,952,G-Pr
E02,457,G-Pr
E03,157,G-Pr
E03,320,G-Pr
E03,2641,G-Pr
E02,224,G-Pr
E02,398,G-Pr
E02,432,G-Pr
E02,169,G-Pr
E03,166,G-Pr
E03,482,G-Pr
E02,253,G-Pr
E02,287,G-Pr
E03,1996,G-Pr
E02,338,G-Pr
E03,406,G-Pr
E02,320,G-Pr
E02,210,G-Pr
E02,489,G-Pr
E03,440,G-Pr
E02,274,G-Pr
E02,376,G-Pr
E02,345,G-Pr
E03,656,G-Pr
E02,249,G-Pr
E02,319,G-Pr
E03,1142,G-Pr
E02,249,G-Pr
E02,280,G-Pr
E03,227,G-Pr
E02,285,G-Pr
E02,293,G-Pr
E02,59,G-Pr
E02,64,G-Pr
E02,409,G-Pr
E03,223,G-Pr
E02,165,G-Pr
E02,319,G-Pr
E03,520,G-Pr
E02,78,G-Pr
E03,100,G-Pr
E02,178,G-Pr
E02,611,G-Pr
E03,1148,G-Pr
E03,736,G-Pr
E02,166,G-Pr
E02,305,G-Pr
E03,879,G-Pr
E02,505,G-Pr
E03,1336,G-Pr
E02,294,G-Pr
E03,174,G-Pr
E02,262,G-Pr
E03,570,G-Pr
E03,1908,G-Pr
E03,233,G-Pr
E02,216,G-Pr
E02,934,G-Pr
E03,86,G-Pr
E02,102,G-Pr
E02,331,G-Pr
E02,55,G-Pr
E02,226,G-Pr
E02,426,G-Pr
E02,377,G-Pr
E03,543,G-Pr
E02,253,G-Pr
E02,451,G-Pr
E02,275,G-Pr
E03,133,G-Pr
E02,271,G-Pr
E03,462,G-Pr
E02,1074,G-Pr
E03,188,G-Pr
E02,283,G-Pr
E02,340,G-Pr
E03,338,G-Pr
E03,97,G-Pr
E02,370,G-Pr
E02,214,G-Pr
E02,196,G-Pr
E02,175,G-Pr
E02,256,G-Pr
E02,160,G-Pr
E03,865,G-Pr
E02,243,G-Pr
E02,558,G-Pr
E03,358,G-Pr
E02,117,G-Pr
E03,239,G-Pr
E02,72,G-Pr
E02,204,G-Pr
E02,236,G-Pr
E02,133,G-Pr
E03,410,G-Pr
E02,72,G-Pr
E02,502,G-Pr
E02,112,G-Pr
E02,417,G-Pr
E02,139,G-Pr
E03,262,G-Pr
E03,395,G-Pr
E02,153,G-Pr
E03,103,G-Pr
E02,187,G-Pr
E02,188,G-Pr
E03,101,G-Pr
E02,105,G-Pr
E03,218,G-Pr
E02,113,G-Pr
E02,421,G-Pr
E03,301,G-Pr
E03,355,G-Pr
E02,139,G-Pr
E02,86,G-Pr
E03,431,G-Pr
E03,313,G-Pr
E03,388,G-Pr
E02,232,G-Pr
E02,154,G-Pr
E02,205,G-Pr
E03,230,G-Pr
E02,444,G-Pr
E03,681,G-Pr
E02,55,G-Pr
E02,384,G-Pr
E02,510,G-Pr
E03,603,G-Pr
E02,164,G-Pr
E02,310,G-Pr
E02,478,G-Pr
E02,106,G-Pr
E02,79,G-Pr
E02,1030,G-Pr
E03,515,G-Pr
E02,334,G-Pr
E03,128,G-Pr
E02,312,G-Pr
E02,910,G-Pr
E03,212,G-Pr
E02,238,G-Pr
E02,206,G-Pr
E02,352,G-Pr
E02,134,G-Pr
E03,329,G-Pr
E02,200,G-Pr
E02,319,G-Pr
E02,111,G-Pr
E02,580,G-Pr
E02,127,G-Pr
E02,124,G-Pr
E03,196,G-Pr
E03,219,G-Pr
E02,507,G-Pr
E02,474,G-Pr
E02,358,G-Pr
E02,167,G-Pr
E02,199,G-Pr
E03,119,G-Pr
E02,229,G-Pr
E03,207,G-Pr
E03,454,G-Pr
E03,364,G-Pr
E02,189,G-Pr
E03,227,G-Pr
E03,57,G-Pr
E02,207,G-Pr
E02,261,G-Pr
E02,677,G-Pr
E02,404,G-Pr
E03,120,G-Pr
E02,807,G-Pr
E02,280,G-Pr
E02,439,G-Pr
E02,995,G-Pr
E02,230,G-Pr
E03,1406,G-Pr
E03,1089,G-Pr
E03,244,G-Pr
E02,521,G-Pr
E02,617,G-Pr
E03,73,G-Pr
E03,853,G-Pr
E03,523,G-Pr
E02,421,G-Pr
E02,281,G-Pr
E03,254,G-Pr
E02,146,G-Pr
E02,270,G-Pr
E03,1316,G-Pr
E02,168,G-Pr
E02,268,G-Pr
E02,412,G-Pr
E03,143,G-Pr
E02,397,G-Pr
E02,196,G-Pr
E02,319,G-Pr
E02,445,G-Pr
E03,494,G-Pr
E02,187,G-Pr
E02,232,G-Pr
E02,362,G-Pr
E03,1089,G-Pr
E02,347,G-Pr
E02,107,G-Pr
E02,172,G-Pr
E03,173,G-Pr
E02,170,G-Pr
E02,310,G-Pr
E02,194,G-Pr
E02,67,G-Pr
E02,89,G-Pr
E02,218,G-Pr
E02,270,G-Pr
E03,547,G-Pr
E03,984,G-Pr
E03,224,G-Pr
E02,222,G-Pr
E02,92,G-Pr
E02,71,G-Pr
E03,395,G-Pr
E02,326,G-Pr
E02,338,G-Pr
E02,105,G-Pr
E03,269,G-Pr
E03,524,G-Pr
E03,359,G-Pr
C07,1686,GANT
C09,416,GANT
C07,422,GANT
C08,559,GANT
C08,442,GANT
C08,206,GANT
C07,210,GANT
C08,664,GANT
C08,475,GANT
C08,573,GANT
C07,591,GANT
C08,417,GANT
C09,207,GANT
C09,421,GANT
C08,409,GANT
C09,211,GANT
C09,506,GANT
C07,255,GANT
C08,325,GANT
C09,259,GANT
C09,167,GANT
C07,696,GANT
C07,140,GANT
C09,435,GANT
C09,404,GANT
C09,228,GANT
C09,262,GANT
C07,1262,GANT
C09,365,GANT
C09,289,GANT
C09,244,GANT
C07,467,GANT
C09,56,GANT
C08,387,GANT
C08,648,GANT
C08,378,GANT
C09,130,GANT
C08,489,GANT
C08,518,GANT
C09,219,GANT
C08,175,GANT
C07,145,GANT
C09,266,GANT
C09,143,GANT
C09,516,GANT
C07,384,GANT
C07,81,GANT
C09,119,GANT
C09,463,GANT
C07,603,GANT
C09,63,GANT
C08,370,GANT
C07,419,GANT
C07,749,GANT
C08,311,GANT
C08,625,GANT
C09,661,GANT
C09,292,GANT
C09,406,GANT
C08,469,GANT
C07,151,GANT
C09,228,GANT
C09,400,GANT
C09,201,GANT
C09,291,GANT
C09,438,GANT
C07,901,GANT
C08,405,GANT
C09,257,GANT
C08,272,GANT
C07,244,GANT
C09,298,GANT
C09,199,GANT
C08,248,GANT
C08,369,GANT
C07,772,GANT
C07,1285,GANT
C09,74,GANT
C09,259,GANT
C08,1314,GANT
C09,376,GANT
C09,400,GANT
C09,913,GANT
C09,103,GANT
C09,586,GANT
C07,194,GANT
C09,692,GANT
C08,538,GANT
C09,795,GANT
C09,322,GANT
C09,307,GANT
C08,535,GANT
C08,696,GANT
C07,210,GANT
C09,398,GANT
C09,147,GANT
C07,160,GANT
C08,231,GANT
C07,331,GANT
C09,268,GANT
C07,112,GANT
C07,499,GANT
C07,179,GANT
C08,473,GANT
C07,450,GANT
C08,875,GANT
C07,910,GANT
C09,159,GANT
C07,340,GANT
C09,566,GANT
C07,344,GANT
C07,248,GANT
C09,238,GANT
C07,265,GANT
C09,560,GANT
C07,313,GANT
C09,348,GANT
C09,277,GANT
C09,509,GANT
C08,305,GANT
C09,163,GANT
C09,204,GANT
C09,316,GANT
C09,65,GANT
C09,219,GANT
C07,138,GANT
C08,172,GANT
C08,879,GANT
C09,178,GANT
C07,203,GANT
C07,560,GANT
C09,461,GANT
C09,404,GANT
C09,356,GANT
